Column1.1,Column1.2,Column1.3,Column1.4,Column1.5,Column1.6,Column1.7,Column1.8,Column1.9,Column1.10,Column1.11,Column1.12,Column1.13,Column1.14,Column1.15,Column1.16,Column1.17,Column1.18,Column1.19,Column1.20,Column1.21,Column1.22,Column1.23,Column1.24,Column1.25,Column1.26,Column1.27,Column1.28,Column1.29,Column1.30,Column1.31,Column1.32,Column1.33,Column1.34,Column1.35,Column1.36,Column1.37,Column1.38,Column1.39,Column1.40,Column1.41,Column1.42,Column1.43,Column1.44,Column1.45,Column1.46,Column1.47,Column1.48
CHEMBL5173467,,None,634.53,3,4.32,8; Fr.8,O=c1c(O)c(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(OS(=O)(=O)O)cc5)oc34)c2)oc2cc(O)cc(O)c12,IC50,'=',170.0,nM,6.77,,,UO_0000065,10.67,0.21,2.45,2.76,0,CHEMBL5133290,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131411,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,,INHIBITOR,,"0.17,,,,,,,,,,,,,,,"
CHEMBL596702,,None,509.63,1,2.81,19,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(N5CCCC5)CCCC4)CC3)c2)n[nH]c(=O)c1C,IC50,'=',2.7,nM,8.57,,,UO_0000065,16.81,0.32,5.76,9.56,0,CHEMBL1069057,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158507,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"2.7,,,,,,,,,,,,,,,"
CHEMBL3953563,,None,273.72,0,3.29,BDBM224636,O=c1[nH]nc2c3c(c(Cl)ccc13)NC1=C2CCCC1,IC50,'=',10.3,nM,7.99,,392481,UO_0000065,29.18,0.57,4.70,13.82,0,CHEMBL3888362,"HT F Homogeneous PARP Inhibition Assay: PARP1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARsylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex540 nm/Em 590 nm.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4860646,,None,534.52,2,6.34,9f,Cc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cccc(-c5cc(=O)c6c(O)cc(O)cc6o5)c4)c3o2)cc1C,IC50,'=',249.5,nM,6.60,,,UO_0000065,12.35,0.23,0.26,4.67,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,"249.5,,,,,,,,,,,,,,,"
CHEMBL4850517,,None,502.52,1,4.03,14o,O=C(OCc1ccccc1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,IC50,'=',43.8,nM,7.36,,,UO_0000065,14.64,0.27,3.33,5.95,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,"43.8,,,,,,,,,,,,,,,"
CHEMBL4861814,,None,422.48,0,3.10,15a,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(CC4CC4)CC3)c(O)cc(O)c12,IC50,'=',54.6,nM,7.26,,,UO_0000065,17.19,0.32,4.16,7.46,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,"54.6,,,,,,,,,,,,,,,"
CHEMBL3910594,,None,297.36,0,2.05,BDBM207622,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCO)C1,IC50,'=',23.0,nM,7.64,,366716,UO_0000065,25.69,0.47,5.59,11.47,0,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5195649,,None,463.54,0,1.29,36,C[C@H]1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccn2)CCN1C(=O)C(=O)C1CC1,IC50,'<',200.0,nM,,,,UO_0000065,,,,,0,CHEMBL5127758,Inhibition of PARP1 (unknown origin) by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5126523,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR,,"200.0,,,,,,,,,,,,,,,"
CHEMBL521686,OLAPARIB,4.0,434.47,0,2.35,Olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,IC50,'=',18.9,nM,7.72,,,UO_0000065,17.78,0.33,5.37,8.94,0,CHEMBL3995358,Inhibition of recombinant human His6-tagged PARP1 C-3-zinc finger domain expressed in Escherichia coli BL21(DE3) preincubated for 15 mins followed by biotinylated NAD+ addition by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994596,1,Scientific Literature,J Med Chem,2017,None,,,,"18.9,,,,,,,,,,,,,,,"
CHEMBL3893975,,None,366.31,0,3.69,BDBM240705,NCCOc1c(-c2cccc(C(F)(F)F)c2)[nH]c(=O)c2cc(F)ccc12,IC50,'=',30.0,nM,7.52,,420004,UO_0000065,20.54,0.40,3.83,11.05,0,CHEMBL3888857,"PAR Assay: Studies were performed as follows: 6000 cells/well were seeded in 96 well plates (Perkin Elmer) in MEM/10% FCS and incubated for 24 hs at 37° C., 5% carbon dioxide. Test compounds were then added at the required concentration for 30'. DNA damage was then induced adding hydrogen peroxide at the concentration of 0.1 mM for 15 min. Concentration curves were prepared in MEM/10% FCS from compound stocks in dimethylsulfoxide (DMSO), and final DMSO concentration was 0.002% (v/v). Duplicate wells for each concentration point were prepared with a typical highest compound concentration of 20 μM and serial dilution 1:3. Plates were dried and fixed adding a cold methanol-acetone (70:30) solution for 15 min at RT",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4162843,,None,459.51,1,5.78,11i,COc1cccc2c(Nc3cccc(-c4nc5c(C(N)=O)cccc5[nH]4)c3)c3ccccc3nc12,IC50,'=',970.0,nM,6.01,,,UO_0000065,13.09,0.23,0.23,5.68,0,CHEMBL4132367,Inhibition of PARP1 (unknown origin) assessed as reduction in biotinylated poly(ADP-ribose) incorporation on to histone protein by ELISA based colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130375,1,Scientific Literature,Eur J Med Chem,2017,None,,,,"0.97,,,,,,,,,,,,,,,"
CHEMBL4465632,,None,256.24,0,1.86,10b,NC(=O)c1c(F)ccc2[nH]c(-c3cccnc3)nc12,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4431950,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431318,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,,",,,,,,,,,,,,,,,"
CHEMBL4100391,,None,369.35,0,1.42,9c,NC(=O)c1cccc2[nH]c(C(=O)NC3CCN(CC(F)(F)F)CC3)nc12,IC50,'=',34.0,nM,7.47,,,UO_0000065,20.22,0.39,6.05,7.17,0,CHEMBL4029615,Inhibition of recombinant human PARP1 expressed in Escherichia coli BL21(DE3) using histone as substrate measured after 1 hr in presence of biotinylated NAD+ by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4028811,1,Scientific Literature,Eur J Med Chem,2017,None,,,,"34.0,,,,,,,,,,,,,,,"
CHEMBL2237230,,None,448.59,0,2.87,9h,O=C(NCCN1CCN(c2ccccc2)CC1)c1ccc2[nH]c(=O)c3c(c2c1)CCSC3,IC50,'=',166.0,nM,6.78,,,UO_0000065,15.11,0.29,3.91,9.91,0,CHEMBL3062171,Inhibition of PARP-1 (unknown origin) assessed as inhibition of biotinylated poly(ADP-ribose) onto histone proteins after 30 min by colorimetry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3046242,1,Scientific Literature,Med Chem Res,2012,None,,,,"0.166,,,,,,,,,,,,,,,"
CHEMBL1173055,RUCAPARIB,4.0,323.37,0,2.98,2,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,IC50,'=',3.2,nM,8.49,,,UO_0000065,26.27,0.48,5.51,14.92,1,CHEMBL5362173,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5360556,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,"3.2,,,,,,,,,,,,,,,"
CHEMBL196444,,None,351.34,0,2.31,16; KU58684,O=C1CCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,'=',5.0,nM,8.30,,,UO_0000065,23.63,0.44,5.99,9.99,1,CHEMBL5230807,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5230098,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR,,"5.0,,,,,,,,,,,,,,,"
CHEMBL3908123,,None,272.28,0,1.59,BDBM207613,CCN1CC2=NNC(=O)c3cc(F)cc4[nH]c(c2c34)C1,IC50,'=',4.8,nM,8.32,,366706,UO_0000065,30.55,0.57,6.73,13.75,0,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3970252,,None,311.35,0,0.69,BDBM207617,CC(C)(N)C(=O)N1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,IC50,'=',7.2,nM,8.14,,366710,UO_0000065,26.15,0.48,7.45,7.86,0,CHEMBL3887989,"PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL81977,3-AMINOBENZAMIDE,None,136.15,0,0.37,3-AB,NC(=O)c1cccc(N)c1,IC50,'=',11000.0,nM,4.96,,,UO_0000065,36.42,0.68,4.59,7.17,0,CHEMBL1953234,Inhibition of PARP1 using TACS-Sapphire substrate for 30 mins by colorimetry,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1949644,1,Scientific Literature,Eur J Med Chem,2012,None,,,,"11.0,,,,,,,,,,,,,,,"
CHEMBL3976456,,None,253.30,0,2.94,BDBM224632,Cc1ccc2c(=O)[nH]nc3c2c1NC1=C3CCCC1,IC50,'=',70.7,nM,7.15,,392477,UO_0000065,28.23,0.51,4.21,12.38,0,CHEMBL3888362,"HT F Homogeneous PARP Inhibition Assay: PARP1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARsylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex540 nm/Em 590 nm.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5422478,,None,444.90,0,2.10,Example 12,CNC(=O)c1ccc(N2CCN(Cc3cc(F)c4nc(C)c(=O)[nH]c4c3)CC2)c(Cl)n1,IC50,'=',5.0,nM,8.30,,,UO_0000065,18.66,0.37,6.20,8.81,0,CHEMBL5360312,Displacement of Olaparib-BDY FL from PARP1 (unknown origin) incubated for 4 hrs by FP assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5357071,1,Scientific Literature,ACS Med Chem Lett,2024,None,TIME = 4.0 hr,INHIBITOR,,"0.005,,,,,,,,,,,,,,,"
CHEMBL4857076,,None,507.49,1,4.95,19e,O=C(c1cccc(F)c1F)C1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,IC50,'=',79.2,nM,7.10,,,UO_0000065,13.99,0.26,2.15,6.39,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,"79.2,,,,,,,,,,,,,,,"
CHEMBL47508,,None,369.40,0,2.29,5c2,O=C(NCCN1CCOCC1)c1ccc2c(c1)nc(O)c1cc(F)ccc12,IC50,'=',14.0,nM,7.85,,,UO_0000065,21.26,0.40,5.56,10.52,0,CHEMBL761611,Inhibitory concentration against purified recombinant human Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134117,1,Scientific Literature,Bioorg Med Chem Lett,2001,None,,,,"0.014,,,,,,,,,,,,,,,"
CHEMBL425201,,None,359.47,0,4.04,15a,O=c1[nH]nc(CCCCN2CC=C(c3ccccc3)CC2)c2ccccc12,IC50,'=',64.0,nM,7.19,,,UO_0000065,20.01,0.36,3.15,14.68,0,CHEMBL881278,In vitro inhibitory concentration against Poly(ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141047,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,,"64.0,,,,,,,,,,,,,,,"
CHEMBL4857071,,None,440.94,0,2.22,6,CCc1cc2cnc(CN3CCN(c4ccc(C(=O)NC)nc4Cl)CC3)cc2[nH]c1=O,IC50,'=',3.0,nM,8.52,,,UO_0000065,19.33,0.38,6.30,9.05,0,CHEMBL4818574,Inhibition of recombinant full length 6His-tagged PARP1 (unknown origin) incubated for 4 hrs by fluorescence anisotropy assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814061,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 4.0 hr,INHIBITOR,,"0.003,,,,,,,,,,,,,,,"
CHEMBL5178637,,None,410.47,0,3.35,1-8-5,NC(=O)c1cccc2cn(-c3ccc(OCCCCCCCC(=O)NO)cc3)nc12,IC50,'=',245.0,nM,6.61,,,UO_0000065,16.11,0.30,3.26,5.53,0,CHEMBL5116320,Inhibition of PARP-1 derived from human HeLa cell nucleus,B,BAO_0000220,subcellular format,Homo sapiens,None,None,HeLa,Nucleus,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5113426,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,,INHIBITOR,,"245.0,,,,,,,,,,,,,,,"
CHEMBL5171200,,None,368.39,0,2.38,2-4-2,NC(=O)c1cccc2[nH]c(-c3ccc(OCCCCC(=O)NO)cc3)nc12,IC50,'=',12.1,nM,7.92,,,UO_0000065,21.49,0.40,5.54,6.07,0,CHEMBL5116320,Inhibition of PARP-1 derived from human HeLa cell nucleus,B,BAO_0000220,subcellular format,Homo sapiens,None,None,HeLa,Nucleus,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5113426,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,,INHIBITOR,,"12.1,,,,,,,,,,,,,,,"
CHEMBL5193423,,None,396.45,0,3.16,2-4-4,NC(=O)c1cccc2[nH]c(-c3ccc(OCCCCCCC(=O)NO)cc3)nc12,IC50,'=',38.0,nM,7.42,,,UO_0000065,18.72,0.35,4.26,5.69,0,CHEMBL5116320,Inhibition of PARP-1 derived from human HeLa cell nucleus,B,BAO_0000220,subcellular format,Homo sapiens,None,None,HeLa,Nucleus,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5113426,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,,INHIBITOR,,"38.0,,,,,,,,,,,,,,,"
CHEMBL5204389,,None,386.41,0,3.01,2-4-6,NC(=O)c1ccc(COc2ccc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2)cc1,IC50,'=',31.0,nM,7.51,,,UO_0000065,19.43,0.35,4.50,6.05,0,CHEMBL5116320,Inhibition of PARP-1 derived from human HeLa cell nucleus,B,BAO_0000220,subcellular format,Homo sapiens,None,None,HeLa,Nucleus,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5113426,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,,INHIBITOR,,"31.0,,,,,,,,,,,,,,,"
CHEMBL3593986,,None,370.41,0,3.95,10h,CC(=O)Nc1ccc(-c2ccc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2)cc1,IC50,'=',16000.0,nM,4.80,,,UO_0000065,12.95,0.23,0.85,4.75,0,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3593177,1,Scientific Literature,Bioorg Med Chem,2015,None,,,,"16.0,,,,,,,,,,,,,,,"
CHEMBL3593987,,None,410.48,0,4.23,10i,NC(=O)c1cccc2[nH]c(-c3ccc(-c4ccc(C(=O)N5CCCC5)cc4)cc3)nc12,IC50,'=',310.0,nM,6.51,,,UO_0000065,15.86,0.29,2.28,7.07,0,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3593177,1,Scientific Literature,Bioorg Med Chem,2015,None,,,,"0.31,,,,,,,,,,,,,,,"
CHEMBL3805896,,None,435.52,0,3.39,C1,COc1ccc(C(=O)C2CCN(C(=O)CCCc3cn4c(C)ccc4c(=O)[nH]3)CC2)cc1,IC50,'=',730.0,nM,6.14,,,UO_0000065,14.09,0.26,2.75,7.32,0,CHEMBL3807232,Inhibition of human recombinant His-tagged PARP1 autoparsylation expressed in sf21 cells using NAD and biotinylated NAD incubated for 150 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3804795,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL4106362,,,,"7.3,,,,,,,,,,,,,,,"
CHEMBL3804939,,None,467.59,0,4.05,C120,COc1ccc(C(=O)C2CCN(C(=O)CCCc3nc4c(C)scc4c(=O)[nH]3)CC2)cc1C,IC50,'=',1900.0,nM,5.72,,,UO_0000065,12.24,0.24,1.67,6.19,0,CHEMBL3807232,Inhibition of human recombinant His-tagged PARP1 autoparsylation expressed in sf21 cells using NAD and biotinylated NAD incubated for 150 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3804795,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL4106362,,,,"1.9,,,,,,,,,,,,,,,"
CHEMBL372303,PJ34,None,295.34,0,2.18,PJ34,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,IC50,'=',10.9,nM,7.96,,,UO_0000065,26.96,0.49,5.78,12.21,0,CHEMBL3995357,Inhibition of full length recombinant human His6-tagged PARP1 expressed in Escherichia coli BL21(DE3) preincubated for 15 mins followed by biotinylated NAD+ addition by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994596,1,Scientific Literature,J Med Chem,2017,None,,,,"10.9,,,,,,,,,,,,,,,"
CHEMBL3970441,,None,466.51,0,3.58,BDBM191984,CCC(CC)C(=O)N1CCN(C(=O)c2cc(Oc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,IC50,'=',8.0,nM,8.10,,343733,UO_0000065,17.36,0.33,4.52,8.47,0,CHEMBL3887586,"In Vitro Screening Assay: PARP-1 can catalyze the NAD-dependent addition of poly (ADP-ribose) to adjacent nuclear proteins such as histone. The activity of PARP was determined by detecting biotin coupled ADP-ribose that attaches to histone using chemiluminescence method with HT Universal Chemiluminescent PARP Assay Kit With Histone-coated Strip Wells purchased from TREVIGEN. The positive control compound was AZD-2281 purchased from SelleckChem.Method: The kit is based on ELISA. X ul sample/well, Y ul PARP enzyme/well and PARP cocktail 25 ul/well with a total volume of 50 ul/well were added into a 96-well plate coated with histone. Meanwhile, blank control (without enzyme and sample) and negative control (without sample) were set. The plate was incubated at room temperature for 60 min",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3921646,,None,479.51,0,3.22,BDBM191985,O=C(c1cc(Oc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)N2CCCCC2)CC1,IC50,'=',9.0,nM,8.05,,343734,UO_0000065,16.78,0.31,4.83,8.14,0,CHEMBL3887586,"In Vitro Screening Assay: PARP-1 can catalyze the NAD-dependent addition of poly (ADP-ribose) to adjacent nuclear proteins such as histone. The activity of PARP was determined by detecting biotin coupled ADP-ribose that attaches to histone using chemiluminescence method with HT Universal Chemiluminescent PARP Assay Kit With Histone-coated Strip Wells purchased from TREVIGEN. The positive control compound was AZD-2281 purchased from SelleckChem.Method: The kit is based on ELISA. X ul sample/well, Y ul PARP enzyme/well and PARP cocktail 25 ul/well with a total volume of 50 ul/well were added into a 96-well plate coated with histone. Meanwhile, blank control (without enzyme and sample) and negative control (without sample) were set. The plate was incubated at room temperature for 60 min",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1096642,,None,320.40,0,2.72,38,NC(=O)c1cccc2cn(-c3ccc(CN4CCCC4)cc3)nc12,IC50,'=',4.8,nM,8.32,,,UO_0000065,25.96,0.47,5.60,12.97,0,CHEMBL1115415,Inhibition of human PARP1 by SPA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157008,1,Scientific Literature,J Med Chem,2009,None,,,,"4.8,,,,,,,,,,,,,,,"
CHEMBL1099295,,None,271.71,0,2.78,12,NC(=O)c1cccc2cn(-c3ccc(Cl)cc3)nc12,IC50,'=',24.0,nM,7.62,,,UO_0000065,28.04,0.55,4.84,12.51,0,CHEMBL1115415,Inhibition of human PARP1 by SPA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157008,1,Scientific Literature,J Med Chem,2009,None,,,,"24.0,,,,,,,,,,,,,,,"
